datetime,temperature_2m,relative_humidity_2m,precipitation,rain,wind_speed_10m,wind_direction_10m,pressure_msl,boundary_layer_height
2022-08-02 00:00:00+07:00,26.824001,95.956,0.0,0.0,5.00128,120.256355,1006.3,75.0
2022-08-02 01:00:00+07:00,26.774,95.95456,0.1,0.1,4.8433046,138.01286,1006.0,65.0
2022-08-02 02:00:00+07:00,26.674002,95.951584,0.1,0.1,4.3349743,138.36655,1005.6,65.0
2022-08-02 03:00:00+07:00,26.474,96.80219,0.0,0.0,4.6938257,122.471176,1005.3,80.0
2022-08-02 04:00:00+07:00,26.124,97.370125,0.0,0.0,5.815978,111.801476,1005.1,110.0
2022-08-02 05:00:00+07:00,25.924002,97.655846,0.0,0.0,4.6938252,94.39862,1005.1,105.0
2022-08-02 06:00:00+07:00,26.424002,96.51466,0.0,0.0,4.896529,107.10281,1005.5,105.0
2022-08-02 07:00:00+07:00,27.674002,91.290855,0.0,0.0,8.0899935,122.27562,1006.4,245.0
2022-08-02 08:00:00+07:00,28.924002,83.88864,0.1,0.1,7.7043357,142.59457,1007.1,360.0
2022-08-02 09:00:00+07:00,29.874,79.41312,0.1,0.1,7.24486,153.43501,1007.2,570.0
2022-08-02 10:00:00+07:00,30.974,74.7848,0.0,0.0,7.5942082,148.57048,1007.2,900.0
2022-08-02 11:00:00+07:00,31.524,72.693985,0.0,0.0,7.2,143.13002,1007.2,1150.0
2022-08-02 12:00:00+07:00,32.024,71.50191,0.1,0.1,6.9153743,141.34016,1006.7,985.0
2022-08-02 13:00:00+07:00,32.573997,69.930695,0.1,0.1,7.127636,135.0001,1005.5,540.0
2022-08-02 14:00:00+07:00,32.573997,69.72461,0.1,0.1,6.696387,126.25393,1004.5,550.0
2022-08-02 15:00:00+07:00,32.174,67.816216,0.2,0.2,11.709688,135.0001,1003.7,660.0
2022-08-02 16:00:00+07:00,29.274,81.72197,0.4,0.4,14.494192,165.61858,1003.5,725.0
2022-08-02 17:00:00+07:00,29.524,80.55134,0.0,0.0,11.525623,165.52966,1003.5,545.0
2022-08-02 18:00:00+07:00,29.174002,82.19556,0.0,0.0,8.4042845,170.13426,1003.8,360.0
